frame,point_index,x,y,z
0,0,2.285082910819332,2.1415548652916074,1.6192210138157295
0,1,2.2882896026806834,2.1349916562044564,0.9094013346289479
0,2,1.9531647335315736,1.5193366865763693,0.9048941369352913
0,3,1.9438540975860812,1.550052745085616,1.604149398001546
0,4,2.120212506041251,1.8293963144652907,1.263142418626143
1,0,2.285082910819332,2.1415548652916074,1.6192210138157295
1,1,2.2882896026806834,2.1349916562044564,0.9094013346289479
1,2,1.9531647335315736,1.5193366865763693,0.9048941369352913
1,3,1.9438540975860812,1.550052745085616,1.604149398001546
1,4,2.120212506041251,1.8293963144652907,1.263142418626143
2,0,2.285082910819332,2.1415548652916074,1.6192210138157295
2,1,2.2882896026806834,2.1349916562044564,0.9094013346289479
2,2,1.9531647335315736,1.5193366865763693,0.9048941369352913
2,3,1.9438540975860812,1.550052745085616,1.604149398001546
2,4,2.120212506041251,1.8293963144652907,1.263142418626143
3,0,2.285082910819332,2.1415548652916074,1.6192210138157295
3,1,2.2882896026806834,2.1349916562044564,0.9094013346289479
3,2,1.9531647335315736,1.5193366865763693,0.9048941369352913
3,3,1.9438540975860812,1.550052745085616,1.604149398001546
3,4,2.120212506041251,1.8293963144652907,1.263142418626143
4,0,2.285082910819332,2.1415548652916074,1.6192210138157295
4,1,2.2882896026806834,2.1349916562044564,0.9094013346289479
4,2,1.9531647335315736,1.5193366865763693,0.9048941369352913
4,3,1.9438540975860812,1.550052745085616,1.604149398001546
4,4,2.120212506041251,1.8293963144652907,1.263142418626143
5,0,2.285082910819332,2.1415548652916074,1.6192210138157295
5,1,2.2882896026806834,2.1349916562044564,0.9094013346289479
5,2,1.9531647335315736,1.5193366865763693,0.9048941369352913
5,3,1.9438540975860812,1.550052745085616,1.604149398001546
5,4,2.120212506041251,1.8293963144652907,1.263142418626143
6,0,2.285082910819332,2.1415548652916074,1.6192210138157295
6,1,2.2882896026806834,2.1349916562044564,0.9094013346289479
6,2,1.9531647335315736,1.5193366865763693,0.9048941369352913
6,3,1.9438540975860812,1.550052745085616,1.604149398001546
6,4,2.120212506041251,1.8293963144652907,1.263142418626143
7,0,2.285082910819332,2.1415548652916074,1.6192210138157295
7,1,2.2882896026806834,2.1349916562044564,0.9094013346289479
7,2,1.9531647335315736,1.5193366865763693,0.9048941369352913
